months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,days_since_policy,unknown_property_damage,unknown_collision_type,unknown_police_report_but_severe_damage,high_claim_without_witnesses,multi_vehicles_no_injury,no_police_report_but_severe_damage,zip_prefix,auto_make_model
78,31,OH,250/500,1000,1377.23,0,FEMALE,Masters,armed-forces,kayaking,unmarried,72600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,1,3,,2,1,,52290,5810,11620,34860,1997,0,8734,1,0,0,0,0,0,440,Nissan_Maxima
440,57,IL,100/300,1000,995.55,5000000,MALE,College,protective-serv,paintball,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,19,3,YES,0,3,,68200,12400,12400,43400,2007,1,2881,0,0,1,0,1,0,604,Jeep_Wrangler
264,43,IL,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,basketball,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,0,3,,2,1,NO,60750,13500,6750,40500,2015,1,1725,1,0,0,0,0,1,433,Jeep_Wrangler
66,30,IN,500/1000,500,484.67,0,FEMALE,College,adm-clerical,paintball,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2,3,,0,2,YES,65560,11920,11920,41720,2015,1,4232,1,0,0,0,1,0,608,Volkswagen_Passat
366,50,IN,500/1000,1000,1561.41,0,FEMALE,High School,handlers-cleaners,basketball,husband,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,5,3,YES,1,3,NO,70290,12780,12780,44730,2012,0,8946,0,0,0,0,0,0,462,Mercedes_C300
188,37,OH,100/300,500,1457.21,0,FEMALE,JD,adm-clerical,hiking,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,6,1,,2,0,YES,45000,5000,5000,35000,2003,0,7420,1,0,0,0,0,0,471,Suburu_Forrestor
224,39,IL,500/1000,1000,1128.71,0,FEMALE,JD,prof-specialty,sleeping,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,21,3,YES,2,1,,61800,12360,6180,43260,2007,0,959,0,0,1,0,0,0,601,Suburu_Impreza
253,46,IL,100/300,500,1358.2,0,FEMALE,MD,transport-moving,movies,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,11,3,YES,0,0,NO,64570,5870,11740,46960,2001,0,3223,0,0,0,0,1,1,477,Jeep_Wrangler
446,61,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,reading,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,3,1,YES,2,0,YES,70500,7050,14100,49350,2007,0,5754,0,0,0,0,0,0,441,Suburu_Forrestor
169,37,IL,100/300,1000,936.19,0,MALE,JD,armed-forces,movies,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,4,3,,2,1,YES,57900,17370,5790,34740,2005,0,4805,1,0,0,0,0,0,454,Audi_A5
255,46,IL,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,video-games,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2,3,NO,1,0,NO,57860,5260,10520,42080,2011,0,2970,0,0,0,0,0,0,431,Volkswagen_Jetta
209,39,IN,100/300,500,1264.99,0,MALE,PhD,transport-moving,polo,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,22,1,,1,1,NO,37800,8400,4200,25200,1995,0,6600,1,0,0,0,0,0,614,Chevrolet_Silverado
210,37,OH,500/1000,500,1467.76,0,FEMALE,MD,tech-support,hiking,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,8,1,,1,3,YES,63300,6330,6330,50640,2000,0,957,1,0,0,0,0,0,601,Toyota_Highlander
174,33,IN,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,paintball,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,14,3,YES,0,1,YES,44200,8840,4420,30940,1995,0,284,0,0,0,0,1,0,477,Saab_93
70,28,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,yachting,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,14,4,NO,1,0,YES,31680,3520,3520,24640,2006,0,4127,0,0,0,0,0,0,613,Toyota_Camry
89,32,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,kayaking,not-in-family,49100,-45100,Parked Car,,Trivial Damage,Police,WV,Northbrook,5,1,YES,1,2,,100,10,20,70,2002,0,6,0,1,0,0,0,0,620,Audi_A3
458,61,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,18,1,NO,2,1,NO,56340,6260,6260,43820,2003,0,8115,0,0,0,0,0,0,617,Volkswagen_Passat
239,40,IN,100/300,500,1463.95,0,FEMALE,JD,sales,skydiving,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,20,3,,0,0,YES,69740,6340,6340,57060,2003,0,3726,1,0,0,0,1,0,430,Dodge_Neon
161,38,IL,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,0,3,YES,2,2,YES,60480,5040,15120,40320,2003,0,4019,0,0,0,0,0,0,439,Volkswagen_Jetta
446,61,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,1,3,,2,1,NO,80880,6740,13480,60660,2005,0,3292,1,0,0,0,0,0,438,Nissan_Ultima
476,61,IN,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,10,1,,1,2,YES,49390,8980,4490,35920,2009,0,7945,1,0,0,0,0,0,458,Suburu_Legacy
70,29,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,12,1,NO,0,3,,69360,11560,11560,46240,2009,0,2948,0,0,0,0,0,0,604,Dodge_RAM
233,41,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,board-games,other-relative,67100,0,Vehicle Theft,,Minor Damage,UNKNOWN,NY,Springfield,6,1,NO,0,1,,3740,680,680,2380,2011,0,6352,0,1,0,0,0,0,606,Chevrolet_Malibu
122,33,IL,250/500,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,Parked Car,,Trivial Damage,UNKNOWN,NY,Hillsdale,1,1,NO,0,1,NO,5060,460,920,3680,2003,0,8655,0,1,0,0,0,0,619,Nissan_Ultima
335,48,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,21,3,NO,0,0,YES,35860,3260,6520,26080,2005,1,7106,0,0,0,0,1,0,441,BMW_X5
257,40,IN,100/300,2000,1306.0,0,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,3,3,YES,2,1,,50050,7700,3850,38500,2008,1,5491,0,0,1,0,0,0,610,Ford_Fusion
85,27,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,14,4,YES,0,0,NO,59070,10740,5370,42960,2012,0,6768,0,0,0,0,1,0,602,Toyota_Camry
133,30,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,board-games,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,19,3,NO,1,2,,28440,3160,3160,22120,2007,0,3420,0,0,0,0,0,0,459,Dodge_Neon
119,34,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,hiking,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7,1,YES,2,1,YES,45540,8280,8280,28980,1998,1,1105,0,0,0,0,0,0,463,Honda_Civic
169,34,IN,100/300,500,1469.75,0,FEMALE,JD,sales,reading,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,0,1,,0,0,YES,38700,7740,3870,27090,2012,0,6753,1,0,0,0,0,0,458,Volkswagen_Passat
225,39,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,Parked Car,,Trivial Damage,UNKNOWN,SC,Northbrook,6,1,YES,2,1,YES,5830,1060,530,4240,2011,0,6892,0,1,0,0,0,0,448,Nissan_Pathfinder
84,32,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,0,1,YES,0,2,,57240,4770,9540,42930,1995,1,5080,0,0,1,0,0,0,603,BMW_X6
169,39,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,exercise,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,9,3,YES,0,3,NO,46200,4200,8400,33600,2015,0,4840,0,0,0,0,1,1,608,Suburu_Legacy
124,32,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,23,1,YES,0,1,NO,57700,5770,5770,46160,2003,0,3113,0,0,0,0,0,1,469,Toyota_Camry
320,48,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,13,3,NO,2,0,NO,56160,4680,9360,42120,1995,0,636,0,0,0,0,0,0,443,Saab_95
297,47,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,movies,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,0,3,,0,3,YES,44400,5550,5550,33300,1999,0,1874,1,0,0,0,1,0,456,Jeep_Grand Cherokee
421,56,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,,2,3,,92730,16860,8430,67440,2004,1,9097,1,0,1,0,0,0,470,Mercedes_E400
136,33,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,YES,0,1,YES,30700,3070,6140,21490,2015,0,4650,0,0,0,0,0,0,458,Toyota_Corolla
46,24,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,7,1,NO,2,0,,56600,11320,5660,39620,1999,0,5825,0,0,1,0,0,0,454,Toyota_Camry
34,24,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,Parked Car,,Trivial Damage,UNKNOWN,VA,Hillsdale,20,1,YES,0,1,,3960,660,660,2640,1998,0,1324,0,1,0,0,0,0,435,Audi_A3
95,30,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,video-games,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,22,1,YES,0,3,,34800,3480,6960,24360,1999,0,7265,0,0,0,0,0,0,442,Accura_MDX
140,36,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,10,3,,2,0,YES,79500,7950,7950,63600,2000,0,8682,1,0,0,0,0,0,468,Chevrolet_Tahoe
200,34,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,,2,2,NO,56000,5600,5600,44800,2009,0,4782,1,0,0,0,0,1,467,Chevrolet_Malibu
123,29,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,17,1,YES,1,0,YES,73260,16280,0,56980,2014,1,892,0,0,0,0,0,0,447,Volkswagen_Jetta
267,46,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,Parked Car,,Trivial Damage,UNKNOWN,WV,Arlington,3,1,YES,2,3,YES,4950,900,450,3600,1995,0,3830,0,1,0,0,0,0,469,Toyota_Camry
290,42,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,NO,0,1,NO,48000,4800,9600,33600,2013,0,365,0,0,0,0,0,0,462,Saab_95
45,37,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,1,YES,0,1,YES,52200,10440,5220,36540,2005,0,1109,0,0,0,0,0,0,432,Nissan_Pathfinder
186,38,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,NO,2,3,,73800,12300,12300,49200,1995,0,2380,0,0,0,0,0,0,436,Audi_A3
135,34,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,,1,2,NO,78200,15640,7820,54740,2009,0,6107,1,0,0,0,0,1,465,Audi_A3
110,33,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,,2,3,NO,55200,13800,9200,32200,2015,1,7225,1,0,0,0,0,1,442,Saab_93
259,43,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,3,NO,0,2,YES,57060,6340,6340,44380,2012,0,8358,0,0,0,0,1,0,471,Ford_Fusion
114,30,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,Vehicle Theft,,Minor Damage,UNKNOWN,WV,Arlington,3,1,NO,0,3,YES,4680,520,520,3640,2013,0,2786,0,1,0,0,0,0,442,Chevrolet_Malibu
404,56,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,NO,2,0,YES,53100,5310,5310,42480,2005,1,1744,0,0,0,0,0,0,437,Accura_MDX
282,48,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,Vehicle Theft,,Minor Damage,UNKNOWN,WV,Springfield,7,1,,1,2,NO,3520,640,320,2560,2013,0,8737,1,1,0,0,0,0,473,Accura_MDX
57,25,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,0,3,NO,0,1,YES,72900,14580,14580,43740,2010,0,6936,0,0,0,0,1,0,469,Nissan_Maxima
215,38,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,,0,1,NO,70700,7070,14140,49490,2008,0,1798,1,0,0,0,0,1,465,Volkswagen_Passat
140,30,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,4,,0,0,,60170,5470,10940,43760,2006,0,240,1,0,0,0,1,0,438,Nissan_Pathfinder
250,42,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,paintball,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,,1,1,,74800,13600,6800,54400,2009,1,3691,1,0,1,0,0,0,457,Ford_Fusion
286,41,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,paintball,wife,25800,0,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,3,1,YES,2,0,,4100,820,410,2870,2009,0,5241,0,1,0,0,0,0,477,Chevrolet_Malibu
356,47,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,camping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,5,1,YES,0,3,,61490,5590,11180,44720,2009,0,3471,0,0,0,0,0,0,431,Dodge_RAM
65,29,IL,250/500,1000,1726.91,0,MALE,High School,other-service,basketball,own-child,0,0,Vehicle Theft,,Trivial Damage,UNKNOWN,VA,Hillsdale,14,1,,0,0,,7200,720,1440,5040,1999,0,8938,1,1,0,0,0,0,456,Audi_A5
187,34,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,,0,0,,45100,8200,4100,32800,2011,0,4349,1,0,0,0,1,0,612,Nissan_Pathfinder
386,53,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,camping,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,16,1,,2,3,YES,66660,12120,6060,48480,2006,0,2629,1,0,0,0,0,0,615,Honda_Civic
197,41,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,NO,2,2,YES,76400,15280,7640,53480,1997,1,6771,0,0,0,0,0,0,478,Volkswagen_Jetta
166,37,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,10,1,YES,1,1,NO,58300,10600,10600,37100,2001,0,7350,0,0,0,0,0,1,470,Ford_F150
293,49,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,19,1,,1,1,,57310,5210,10420,41680,2002,0,6976,1,0,1,0,0,0,439,Volkswagen_Passat
179,32,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,,0,1,,53100,5900,5900,41300,2006,0,6618,1,0,0,0,0,0,440,Suburu_Impreza
76,24,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6,3,NO,1,1,,74700,14940,7470,52290,1997,0,1353,0,0,1,0,0,0,600,Suburu_Forrestor
105,28,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,12,3,NO,2,2,NO,60500,12100,6050,42350,1995,0,6982,0,0,0,0,0,1,452,Audi_A5
97,26,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,YES,2,3,NO,84920,7720,15440,61760,2006,1,6293,0,0,0,0,0,1,478,Jeep_Wrangler
148,36,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,0,1,NO,2,0,NO,61050,5550,11100,44400,2009,0,6946,0,0,0,0,0,1,616,Dodge_Neon
77,26,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,12,3,YES,2,0,,69080,12560,6280,50240,2009,1,2434,0,0,1,0,0,0,620,Audi_A5
295,46,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,Vehicle Theft,,Minor Damage,UNKNOWN,VA,Arlington,10,1,YES,1,3,YES,4560,760,380,3420,2007,0,1868,0,1,0,0,0,0,605,Nissan_Pathfinder
126,28,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,NO,0,1,,67800,11300,11300,45200,2011,0,8397,0,0,1,0,1,0,472,Ford_F150
132,32,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,wife,43100,-31900,Vehicle Theft,,Minor Damage,Police,SC,Riverwood,21,1,YES,1,1,YES,5600,1120,560,3920,2005,0,6262,0,1,0,0,0,0,464,Suburu_Legacy
370,55,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,0,-53200,Vehicle Theft,,Minor Damage,UNKNOWN,NC,Northbrook,6,1,,0,2,,9000,900,1800,6300,2015,0,787,1,1,0,0,0,0,456,Mercedes_ML350
257,43,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,0,1,NO,0,1,YES,85320,21330,7110,56880,2006,0,8318,0,0,0,0,0,0,468,Nissan_Pathfinder
9,24,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,Vehicle Theft,,Trivial Damage,UNKNOWN,NC,Arlington,6,1,NO,0,3,YES,5940,540,1080,4320,2001,1,4634,0,1,0,0,0,0,473,Audi_A5
185,34,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,20,3,YES,1,1,,51370,9340,4670,37360,2000,1,1773,0,0,1,0,0,0,474,BMW_M5
234,43,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,4,1,NO,2,2,YES,51600,10320,5160,36120,2011,0,9106,0,0,0,0,0,0,448,Dodge_Neon
253,44,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,45800,0,Parked Car,,Trivial Damage,UNKNOWN,SC,Arlington,9,1,NO,0,3,,5400,600,600,4200,1998,0,2834,0,1,0,0,0,0,606,Chevrolet_Malibu
233,39,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,,1,0,YES,48870,5430,5430,38010,1999,0,5119,1,0,0,0,0,0,605,Saab_95
274,44,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,husband,0,0,Vehicle Theft,,Minor Damage,Police,WV,Springfield,7,1,NO,2,1,,5590,860,860,3870,2000,0,3101,0,1,0,0,0,0,466,BMW_X5
297,48,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,,0,2,,54960,6870,0,48090,2002,1,207,1,0,1,0,1,0,463,Toyota_Corolla
273,47,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,NO,1,3,,39800,7960,3980,27860,2014,0,1215,0,0,0,0,0,0,457,Jeep_Wrangler
147,37,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,11,3,,0,1,,56160,6240,6240,43680,2015,1,651,1,0,1,0,1,0,609,Ford_Fusion
285,42,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,13,1,NO,0,3,,52700,5270,10540,36890,2005,0,8710,0,0,1,0,0,0,452,Toyota_Corolla
289,43,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,19,3,YES,1,3,,68580,7620,7620,53340,2010,0,4404,0,0,0,0,0,0,609,Jeep_Wrangler
427,60,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,23,1,YES,1,2,YES,90860,12980,19470,58410,2004,1,3366,0,0,0,0,0,0,446,Volkswagen_Jetta
380,53,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,,Trivial Damage,Police,NC,Northbend,23,1,NO,0,3,NO,5700,570,570,4560,2001,0,1371,0,1,0,0,0,0,602,Saab_93
13,21,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,19,3,YES,2,0,YES,94930,8630,8630,77670,2014,0,3015,0,0,0,1,0,0,463,Accura_RSX
282,43,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,19,1,NO,1,2,NO,46800,4680,9360,32760,2007,1,3095,0,0,0,0,0,1,611,Audi_A5
312,47,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,NO,2,3,NO,56320,7040,7040,42240,2000,0,4649,0,0,0,0,0,1,459,Mercedes_ML350
266,46,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,18,1,NO,1,3,YES,83490,7590,15180,60720,1996,0,2169,0,0,0,0,0,0,468,Nissan_Pathfinder
30,36,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,17,3,NO,2,2,,57900,5790,5790,46320,2008,0,5038,0,0,1,0,0,0,440,Saab_95
198,36,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,,1,3,YES,49410,5490,5490,38430,2015,0,5092,1,0,0,0,0,0,603,Audi_A3
